,path,interval_folder,sector,ticker,size_bytes,size_gb
88,15_min_interval_stocks/Financials/NAC.csv,15_min_interval_stocks,Financials,NAC,6710462,0.006249604746699333
89,15_min_interval_stocks/Financials/MSBI.csv,15_min_interval_stocks,Financials,MSBI,2955700,0.00275271013379097
90,15_min_interval_stocks/Financials/GROW.csv,15_min_interval_stocks,Financials,GROW,5787641,0.005390160717070103
91,15_min_interval_stocks/Financials/ALCY.csv,15_min_interval_stocks,Financials,ALCY,65245,6.0764141380786896e-05
92,15_min_interval_stocks/Financials/ANY.csv,15_min_interval_stocks,Financials,ANY,4480254,0.004172561690211296
93,15_min_interval_stocks/Financials/AFBI.csv,15_min_interval_stocks,Financials,AFBI,559969,0.0005215117707848549
94,15_min_interval_stocks/Financials/RZC.csv,15_min_interval_stocks,Financials,RZC,687448,0.0006402358412742615
95,15_min_interval_stocks/Financials/RMMZ.csv,15_min_interval_stocks,Financials,RMMZ,599787,0.000558595173060894
96,15_min_interval_stocks/Financials/IGTA.csv,15_min_interval_stocks,Financials,IGTA,118716,0.00011056289076805115
97,15_min_interval_stocks/Financials/SWKH.csv,15_min_interval_stocks,Financials,SWKH,948289,0.0008831629529595375
98,15_min_interval_stocks/Financials/TCBX.csv,15_min_interval_stocks,Financials,TCBX,707356,0.0006587766110897064
99,15_min_interval_stocks/Financials/JFIN.csv,15_min_interval_stocks,Financials,JFIN,1753458,0.0016330350190401077
100,15_min_interval_stocks/Financials/PTMN.csv,15_min_interval_stocks,Financials,PTMN,6121347,0.0057009486481547356
101,15_min_interval_stocks/Financials/TRINZ.csv,15_min_interval_stocks,Financials,TRINZ,132395,0.00012330245226621628
102,15_min_interval_stocks/Financials/GCMGW.csv,15_min_interval_stocks,Financials,GCMGW,506687,0.00047188904136419296
103,15_min_interval_stocks/Financials/GLU.csv,15_min_interval_stocks,Financials,GLU,3262272,0.0030382275581359863
104,15_min_interval_stocks/Financials/HONE.csv,15_min_interval_stocks,Financials,HONE,2892668,0.002694007009267807
105,15_min_interval_stocks/Financials/KACLW.csv,15_min_interval_stocks,Financials,KACLW,46968,4.3742358684539795e-05
106,15_min_interval_stocks/Financials/OPHC.csv,15_min_interval_stocks,Financials,OPHC,1215097,0.001131647266447544
107,15_min_interval_stocks/Financials/INBK.csv,15_min_interval_stocks,Financials,INBK,3156112,0.002939358353614807
108,15_min_interval_stocks/Financials/RFM.csv,15_min_interval_stocks,Financials,RFM,884901,0.0008241282775998116
109,15_min_interval_stocks/Financials/SII.csv,15_min_interval_stocks,Financials,SII,1721840,0.0016035884618759155
110,15_min_interval_stocks/Financials/NUV.csv,15_min_interval_stocks,Financials,NUV,8619577,0.008027606643736362
111,15_min_interval_stocks/Financials/ASBA.csv,15_min_interval_stocks,Financials,ASBA,521590,0.00048576854169368744
112,15_min_interval_stocks/Financials/FTII.csv,15_min_interval_stocks,Financials,FTII,70431,6.559398025274277e-05
113,15_min_interval_stocks/Financials/UMBF.csv,15_min_interval_stocks,Financials,UMBF,9318851,0.008678856305778027
114,15_min_interval_stocks/Financials/GECCO.csv,15_min_interval_stocks,Financials,GECCO,140878,0.00013120286166667938
115,15_min_interval_stocks/Financials/OMH.csv,15_min_interval_stocks,Financials,OMH,762986,0.0007105860859155655
116,15_min_interval_stocks/Financials/GREE.csv,15_min_interval_stocks,Financials,GREE,1541844,0.0014359541237354279
117,15_min_interval_stocks/Financials/EOT.csv,15_min_interval_stocks,Financials,EOT,4359324,0.004059936851263046
118,15_min_interval_stocks/Financials/CNOB.csv,15_min_interval_stocks,Financials,CNOB,4158759,0.003873146139085293
119,15_min_interval_stocks/Financials/ARBK.csv,15_min_interval_stocks,Financials,ARBK,1570800,0.0014629215002059937
120,15_min_interval_stocks/Financials/ACP.csv,15_min_interval_stocks,Financials,ACP,4591637,0.004276295192539692
121,15_min_interval_stocks/Financials/EVR.csv,15_min_interval_stocks,Financials,EVR,7318918,0.006816273555159569
122,15_min_interval_stocks/Financials/HTH.csv,15_min_interval_stocks,Financials,HTH,6740767,0.006277828477323055
123,15_min_interval_stocks/Financials/GECCZ.csv,15_min_interval_stocks,Financials,GECCZ,96357,8.973944932222366e-05
124,15_min_interval_stocks/Financials/CCBG.csv,15_min_interval_stocks,Financials,CCBG,5997648,0.0055857449769973755
125,15_min_interval_stocks/Financials/EFSCP.csv,15_min_interval_stocks,Financials,EFSCP,250231,0.0002330457791686058
126,15_min_interval_stocks/Financials/JFR.csv,15_min_interval_stocks,Financials,JFR,7216591,0.006720974110066891
127,15_min_interval_stocks/Financials/EOD.csv,15_min_interval_stocks,Financials,EOD,6091546,0.00567319430410862
128,15_min_interval_stocks/Financials/CHMG.csv,15_min_interval_stocks,Financials,CHMG,1515001,0.0014109546318650246
129,15_min_interval_stocks/Financials/FSBC.csv,15_min_interval_stocks,Financials,FSBC,836751,0.0007792850956320763
130,15_min_interval_stocks/Financials/GBDC.csv,15_min_interval_stocks,Financials,GBDC,5596344,0.0052120015025138855
131,15_min_interval_stocks/Financials/CSQ.csv,15_min_interval_stocks,Financials,CSQ,7569922,0.007050039246678352
132,15_min_interval_stocks/Financials/MNSB.csv,15_min_interval_stocks,Financials,MNSB,1071245,0.0009976746514439583
133,15_min_interval_stocks/Financials/BTO.csv,15_min_interval_stocks,Financials,BTO,8522942,0.007937608286738396
134,15_min_interval_stocks/Financials/VKQ.csv,15_min_interval_stocks,Financials,VKQ,7462881,0.006950349546968937
135,15_min_interval_stocks/Financials/ISPOW.csv,15_min_interval_stocks,Financials,ISPOW,346667,0.0003228588029742241
136,15_min_interval_stocks/Financials/OFSSH.csv,15_min_interval_stocks,Financials,OFSSH,62849,5.853269249200821e-05
137,15_min_interval_stocks/Financials/NMRK.csv,15_min_interval_stocks,Financials,NMRK,2717697,0.002531052567064762
138,15_min_interval_stocks/Financials/INTR.csv,15_min_interval_stocks,Financials,INTR,958884,0.0008930303156375885
139,15_min_interval_stocks/Financials/TWN.csv,15_min_interval_stocks,Financials,TWN,4431865,0.004127495922148228
140,15_min_interval_stocks/Financials/FPH.csv,15_min_interval_stocks,Financials,FPH,2256064,0.002101123332977295
141,15_min_interval_stocks/Financials/CARV.csv,15_min_interval_stocks,Financials,CARV,1877254,0.0017483290284872055
142,15_min_interval_stocks/Financials/MTB.csv,15_min_interval_stocks,Financials,MTB,10397969,0.009683863259851933
143,15_min_interval_stocks/Financials/RBCAA.csv,15_min_interval_stocks,Financials,RBCAA,6074951,0.005657739005982876
144,15_min_interval_stocks/Financials/OPP.csv,15_min_interval_stocks,Financials,OPP,2608124,0.0024290047585964203
145,15_min_interval_stocks/Financials/AJG.csv,15_min_interval_stocks,Financials,AJG,10213051,0.009511644951999187
146,15_min_interval_stocks/Financials/GSHD.csv,15_min_interval_stocks,Financials,GSHD,2456865,0.0022881338372826576
147,15_min_interval_stocks/Financials/SIGI.csv,15_min_interval_stocks,Financials,SIGI,9582929,0.008924798108637333
148,15_min_interval_stocks/Financials/BRW.csv,15_min_interval_stocks,Financials,BRW,5641890,0.005254419520497322
149,15_min_interval_stocks/Financials/BMN.csv,15_min_interval_stocks,Financials,BMN,405116,0.0003772936761379242
150,15_min_interval_stocks/Financials/AXS.csv,15_min_interval_stocks,Financials,AXS,8483816,0.00790116935968399
151,15_min_interval_stocks/Financials/BANFP.csv,15_min_interval_stocks,Financials,BANFP,349140,0.00032516196370124817
152,15_min_interval_stocks/Financials/NDP.csv,15_min_interval_stocks,Financials,NDP,3339129,0.003109806217253208
153,15_min_interval_stocks/Financials/OMCC.csv,15_min_interval_stocks,Financials,OMCC,15056,1.4021992683410645e-05
154,15_min_interval_stocks/Financials/MDBH.csv,15_min_interval_stocks,Financials,MDBH,145430,0.00013544224202632904
155,15_min_interval_stocks/Financials/JRI.csv,15_min_interval_stocks,Financials,JRI,3973867,0.0037009520456194878
156,15_min_interval_stocks/Financials/MIO.csv,15_min_interval_stocks,Financials,MIO,874387,0.0008143363520503044
157,15_min_interval_stocks/Financials/PBHC.csv,15_min_interval_stocks,Financials,PBHC,551006,0.0005131643265485764
158,15_min_interval_stocks/Financials/HONDU.csv,15_min_interval_stocks,Financials,HONDU,13884,1.2930482625961304e-05
159,15_min_interval_stocks/Financials/BCX.csv,15_min_interval_stocks,Financials,BCX,4962082,0.004621298983693123
160,15_min_interval_stocks/Financials/BTM.csv,15_min_interval_stocks,Financials,BTM,716547,0.0006673363968729973
161,15_min_interval_stocks/Financials/RFMZ.csv,15_min_interval_stocks,Financials,RFMZ,1151052,0.0010720007121562958
162,15_min_interval_stocks/Financials/HGTY.csv,15_min_interval_stocks,Financials,HGTY,1001872,0.0009330660104751587
163,15_min_interval_stocks/Financials/MBINN.csv,15_min_interval_stocks,Financials,MBINN,553904,0.000515863299369812
164,15_min_interval_stocks/Financials/GIG.csv,15_min_interval_stocks,Financials,GIG,10420,9.704381227493286e-06
165,15_min_interval_stocks/Financials/CCAP.csv,15_min_interval_stocks,Financials,CCAP,1586847,0.0014778664335608482
166,15_min_interval_stocks/Financials/CRESW.csv,15_min_interval_stocks,Financials,CRESW,213275,0.00019862782210111618
167,15_min_interval_stocks/Financials/RWAY.csv,15_min_interval_stocks,Financials,RWAY,1203723,0.0011210544034838676
168,15_min_interval_stocks/Financials/AGD.csv,15_min_interval_stocks,Financials,AGD,5738310,0.0053442176431417465
169,15_min_interval_stocks/Financials/TOP.csv,15_min_interval_stocks,Financials,TOP,1216042,0.0011325273662805557
170,15_min_interval_stocks/Financials/ENVA.csv,15_min_interval_stocks,Financials,ENVA,3435607,0.0031996583566069603
171,15_min_interval_stocks/Financials/DAVE.csv,15_min_interval_stocks,Financials,DAVE,1140872,0.0010625198483467102
172,15_min_interval_stocks/Financials/ECPG.csv,15_min_interval_stocks,Financials,ECPG,7107950,0.0066197942942380905
173,15_min_interval_stocks/Financials/MS.csv,15_min_interval_stocks,Financials,MS,10991031,0.010236195288598537
