,rows,min_timestamp,max_timestamp,close_mean,close_std,close_min,close_max,total_volume,volume_min,volume_max,interval_counts,sector,ticker,file_size_gb
0,11532,2023-11-02 07:15:00,2024-12-05 19:45:00,1.9003938258758237,1.258106163755096,0.7363,6.5575,164263562,1,4161592,"{15.0: 9701, 30.0: 757, 60.0: 189, 705.0: 9, 90.0: 56, 3600.0: 2, 45.0: 325, 750.0: 10, 765.0: 8, 150.0: 13, 810.0: 6, 75.0: 99, 3435.0: 4, 180.0: 11, 735.0: 11, 675.0: 16, 660.0: 3, 900.0: 1, 2280.0: 1, 3840.0: 1, 795.0: 5, 870.0: 1, 3660.0: 1, 120.0: 33, 720.0: 8, 105.0: 33, 3720.0: 1, 780.0: 3, 555.0: 10, 165.0: 11, 3645.0: 2, 495.0: 36, 195.0: 3, 525.0: 23, 630.0: 6, 4995.0: 1, 4935.0: 2, 690.0: 5, 3525.0: 2, 825.0: 3, 5025.0: 1, 600.0: 7, 135.0: 16, 645.0: 6, 510.0: 13, 3420.0: 4, 3585.0: 2, 3450.0: 3, 3555.0: 4, 225.0: 2, 4815.0: 1, 3375.0: 10, 585.0: 7, 570.0: 4, 3390.0: 4, 615.0: 6, 3465.0: 2, 540.0: 4, 4845.0: 1, 3480.0: 1, 885.0: 1, 210.0: 4, 3495.0: 2, 3405.0: 3, 2040.0: 1, 2130.0: 1, 3615.0: 1, 855.0: 1, 285.0: 1, 4830.0: 1, 255.0: 2, 3510.0: 1, 240.0: 1, 2265.0: 1}",Basic_Materials,ABAT,0.0004998976364731789
65,135121,2013-12-09 08:30:00,2024-12-03 19:45:00,25.69930044626668,12.765029785925226,8.269,57.5943,61788629511,1,183053909,"{15.0: 125728, 30.0: 3525, 660.0: 30, 60.0: 687, 615.0: 22, 675.0: 89, 45.0: 1300, 570.0: 16, 105.0: 152, 120.0: 97, 3570.0: 14, 90.0: 255, 780.0: 51, 750.0: 80, 720.0: 73, 75.0: 373, 3630.0: 21, 2550.0: 1, 855.0: 24, 3615.0: 29, 765.0: 80, 2205.0: 1, 150.0: 40, 3525.0: 6, 735.0: 153, 870.0: 25, 690.0: 62, 645.0: 22, 3600.0: 11, 825.0: 36, 5010.0: 2, 705.0: 61, 630.0: 25, 3555.0: 32, 4995.0: 4, 3660.0: 5, 795.0: 40, 3585.0: 12, 135.0: 74, 3510.0: 10, 165.0: 32, 810.0: 53, 3480.0: 5, 5055.0: 4, 3690.0: 9, 3645.0: 11, 840.0: 34, 5025.0: 2, 3675.0: 9, 5220.0: 2, 540.0: 18, 600.0: 12, 495.0: 870, 180.0: 41, 900.0: 23, 5040.0: 4, 195.0: 21, 3420.0: 7, 3465.0: 4, 3375.0: 214, 3495.0: 9, 1965.0: 1, 210.0: 8, 2325.0: 3, 525.0: 33, 2160.0: 1, 510.0: 72, 555.0: 14, 5145.0: 2, 3705.0: 8, 3450.0: 2, 3405.0: 3, 4815.0: 34, 225.0: 10, 4950.0: 2, 255.0: 2, 3720.0: 6, 240.0: 8, 3810.0: 5, 1005.0: 11, 3780.0: 5, 915.0: 25, 945.0: 14, 885.0: 22, 2235.0: 1, 3915.0: 2, 1035.0: 8, 960.0: 19, 1020.0: 5, 5505.0: 1, 930.0: 12, 5100.0: 2, 5085.0: 1, 3735.0: 9, 975.0: 13, 990.0: 12, 3795.0: 6, 3765.0: 5, 5115.0: 1, 3390.0: 8, 4830.0: 2, 3870.0: 3, 3855.0: 4, 3840.0: 4, 3900.0: 3, 2340.0: 1, 3750.0: 5, 5280.0: 2, 4965.0: 2, 4845.0: 1, 330.0: 1, 1050.0: 1, 5070.0: 1, 3825.0: 3, 5250.0: 2, 2625.0: 1, 3540.0: 3, 300.0: 1, 2355.0: 1, 3885.0: 2, 4935.0: 1, 5190.0: 1, 3435.0: 3, 2490.0: 1, 585.0: 5, 2100.0: 1, 2115.0: 4, 2370.0: 1, 2295.0: 1, 4860.0: 1, 2265.0: 1, 285.0: 1, 4890.0: 1, 1935.0: 6, 4920.0: 1}",Consumer_Discretionary,AAL,0.006780938245356083
681,94579,2013-11-11 09:30:00,2024-12-05 19:45:00,3.3872352657566696,1.0330908268306382,1.6071,6.0142,58279993857,1,34078320,"{15.0: 86041, 120.0: 149, 780.0: 28, 60.0: 698, 855.0: 36, 75.0: 346, 30.0: 2731, 915.0: 66, 960.0: 125, 3810.0: 27, 45.0: 1073, 930.0: 80, 225.0: 21, 825.0: 37, 3795.0: 12, 105.0: 152, 2340.0: 3, 3960.0: 1, 195.0: 45, 750.0: 36, 975.0: 90, 3840.0: 35, 1020.0: 337, 990.0: 106, 3885.0: 22, 900.0: 94, 3900.0: 73, 1050.0: 54, 2610.0: 2, 1005.0: 123, 3870.0: 21, 2400.0: 1, 840.0: 38, 3735.0: 11, 885.0: 44, 795.0: 33, 870.0: 53, 3555.0: 10, 285.0: 3, 1035.0: 135, 945.0: 67, 5220.0: 4, 90.0: 214, 3825.0: 8, 5325.0: 8, 3915.0: 29, 3855.0: 17, 5370.0: 3, 5355.0: 1, 135.0: 95, 5385.0: 1, 180.0: 47, 150.0: 89, 5340.0: 9, 3705.0: 7, 3780.0: 18, 735.0: 74, 3930.0: 12, 3675.0: 11, 3645.0: 6, 2460.0: 1, 2640.0: 1, 2370.0: 3, 5280.0: 6, 765.0: 34, 165.0: 49, 3750.0: 11, 210.0: 25, 3690.0: 6, 615.0: 12, 240.0: 9, 2385.0: 2, 3975.0: 1, 5460.0: 1, 5310.0: 3, 675.0: 39, 810.0: 38, 3765.0: 4, 2355.0: 1, 3585.0: 11, 705.0: 22, 690.0: 32, 3630.0: 10, 2625.0: 1, 4020.0: 1, 5190.0: 4, 5265.0: 3, 5205.0: 4, 2595.0: 2, 5040.0: 1, 495.0: 101, 3615.0: 15, 3495.0: 3, 4110.0: 1, 720.0: 25, 585.0: 15, 255.0: 4, 2505.0: 1, 330.0: 1, 3540.0: 4, 5130.0: 2, 3720.0: 7, 4065.0: 1, 2415.0: 1, 3420.0: 10, 3390.0: 18, 4860.0: 3, 630.0: 13, 3480.0: 5, 510.0: 47, 3600.0: 6, 645.0: 21, 4935.0: 1, 525.0: 30, 3570.0: 7, 540.0: 32, 3375.0: 20, 5070.0: 2, 3525.0: 7, 570.0: 19, 600.0: 14, 2205.0: 1, 3660.0: 4, 5100.0: 1, 5010.0: 1, 555.0: 20, 4815.0: 7, 3510.0: 2, 3435.0: 6, 3450.0: 9, 660.0: 11, 4980.0: 1, 3405.0: 10, 5115.0: 1, 2310.0: 1, 4875.0: 1, 4920.0: 2, 270.0: 1, 5250.0: 1, 5175.0: 1, 3465.0: 2, 2220.0: 1, 5025.0: 1, 5055.0: 1, 2100.0: 2, 2145.0: 1, 4830.0: 2, 1935.0: 2}",Consumer_Staples,ABEV,0.004696832969784737
757,46810,2017-05-19 15:45:00,2024-12-04 19:00:00,5.204888487502671,2.476998747991854,0.0,12.8744,987121174,1,6582812,"{15.0: 39540, 60.0: 598, 3885.0: 3, 30.0: 2040, 105.0: 233, 1080.0: 27, 45.0: 936, 1095.0: 26, 90.0: 364, 1035.0: 37, 165.0: 64, 75.0: 424, 5700.0: 2, 1125.0: 19, 135.0: 130, 1230.0: 11, 4275.0: 1, 195.0: 44, 1110.0: 34, 210.0: 43, 315.0: 8, 1290.0: 10, 4320.0: 1, 1185.0: 16, 1140.0: 25, 1260.0: 13, 5430.0: 2, 1200.0: 15, 180.0: 70, 1215.0: 13, 120.0: 150, 1065.0: 39, 3960.0: 11, 150.0: 207, 1170.0: 17, 4020.0: 3, 2745.0: 1, 4230.0: 2, 1530.0: 2, 1155.0: 18, 1455.0: 1, 4110.0: 4, 1050.0: 132, 3975.0: 5, 240.0: 21, 255.0: 13, 4065.0: 6, 3945.0: 8, 1425.0: 11, 270.0: 9, 5490.0: 2, 1350.0: 8, 4050.0: 4, 4140.0: 5, 1275.0: 6, 4080.0: 4, 225.0: 31, 4200.0: 4, 1365.0: 11, 4035.0: 5, 1410.0: 4, 1305.0: 10, 3990.0: 2, 2850.0: 2, 2535.0: 3, 4350.0: 1, 1245.0: 5, 5400.0: 2, 5415.0: 2, 4395.0: 2, 5565.0: 2, 1545.0: 2, 4005.0: 3, 4245.0: 2, 2520.0: 3, 1395.0: 5, 1710.0: 1, 5640.0: 2, 4125.0: 4, 1335.0: 5, 4185.0: 3, 2925.0: 1, 300.0: 8, 1380.0: 6, 4530.0: 1, 4305.0: 1, 2655.0: 1, 1620.0: 2, 5625.0: 1, 3915.0: 8, 285.0: 3, 330.0: 7, 2970.0: 1, 1005.0: 19, 4290.0: 3, 2955.0: 1, 1665.0: 1, 1515.0: 1, 5520.0: 1, 6915.0: 1, 4155.0: 2, 4095.0: 1, 2595.0: 1, 4215.0: 1, 2625.0: 1, 5820.0: 1, 2550.0: 1, 2565.0: 1, 5835.0: 1, 5385.0: 1, 7035.0: 1, 1320.0: 3, 2760.0: 1, 5745.0: 1, 2910.0: 1, 5715.0: 1, 4170.0: 1, 375.0: 1, 5475.0: 1, 2865.0: 1, 3195.0: 1, 3855.0: 8, 1020.0: 21, 1470.0: 1, 1485.0: 1, 5685.0: 1, 4635.0: 1, 3015.0: 1, 4470.0: 1, 2505.0: 1, 3930.0: 27, 840.0: 35, 825.0: 34, 870.0: 45, 900.0: 40, 3780.0: 12, 5220.0: 2, 990.0: 18, 3810.0: 5, 960.0: 28, 2490.0: 3, 885.0: 14, 2670.0: 1, 3840.0: 5, 5370.0: 3, 810.0: 38, 945.0: 26, 915.0: 16, 735.0: 39, 855.0: 38, 3720.0: 9, 645.0: 8, 750.0: 33, 3510.0: 3, 765.0: 34, 3690.0: 8, 630.0: 11, 690.0: 30, 5010.0: 1, 3615.0: 13, 3630.0: 7, 510.0: 9, 720.0: 39, 795.0: 39, 3450.0: 3, 3555.0: 8, 930.0: 24, 705.0: 24, 780.0: 64, 5100.0: 5, 525.0: 13, 675.0: 35, 3705.0: 5, 615.0: 11, 3420.0: 14, 3675.0: 5, 5190.0: 3, 3570.0: 12, 3900.0: 4, 495.0: 23, 570.0: 3, 3585.0: 3, 660.0: 9, 600.0: 15, 3660.0: 14, 5070.0: 1, 3825.0: 5, 555.0: 9, 585.0: 12, 3480.0: 3, 3600.0: 15, 3735.0: 4, 2250.0: 2, 3405.0: 3, 5250.0: 1, 4935.0: 1, 3795.0: 3, 540.0: 22, 3390.0: 5, 4890.0: 1, 3765.0: 5, 5295.0: 1, 975.0: 19, 5085.0: 1, 3525.0: 2, 5040.0: 3, 3870.0: 1, 5310.0: 2, 3375.0: 5, 3540.0: 4, 2055.0: 1, 5175.0: 1, 5055.0: 1, 5115.0: 1, 3645.0: 3, 5130.0: 2, 4920.0: 1, 5340.0: 1, 5325.0: 1, 5145.0: 2, 3465.0: 1, 2355.0: 1, 3435.0: 2, 3495.0: 1, 4845.0: 1, 3750.0: 3, 4860.0: 2, 2220.0: 1, 2115.0: 1, 2160.0: 1}",Energy,AMPY,0.0020749112591147423
850,135283,2006-02-27 09:30:00,2024-12-05 19:30:00,17.292439184524294,10.010247567659395,2.9467,44.3724,1673946697,1,1593847,"{15.0: 126314, 1065.0: 33, 1050.0: 1990, 3930.0: 429, 135.0: 94, 915.0: 51, 1035.0: 262, 5370.0: 47, 30.0: 1655, 2670.0: 13, 105.0: 148, 945.0: 81, 1020.0: 93, 210.0: 30, 840.0: 34, 5385.0: 1, 3945.0: 4, 975.0: 82, 75.0: 314, 120.0: 117, 930.0: 54, 60.0: 553, 1005.0: 95, 3915.0: 56, 2490.0: 17, 4125.0: 1, 45.0: 693, 3900.0: 21, 6810.0: 2, 990.0: 91, 960.0: 154, 90.0: 345, 855.0: 48, 3735.0: 7, 810.0: 25, 150.0: 119, 870.0: 45, 3855.0: 14, 225.0: 28, 3705.0: 15, 885.0: 38, 3825.0: 14, 3810.0: 14, 5280.0: 9, 3885.0: 29, 3780.0: 29, 3840.0: 48, 3795.0: 6, 165.0: 49, 3765.0: 11, 2475.0: 2, 4110.0: 10, 5040.0: 4, 5355.0: 10, 900.0: 76, 5550.0: 4, 765.0: 33, 690.0: 28, 4080.0: 1, 180.0: 50, 3870.0: 25, 780.0: 73, 5340.0: 3, 825.0: 41, 195.0: 32, 5235.0: 6, 675.0: 48, 795.0: 23, 3720.0: 11, 2415.0: 1, 5310.0: 1, 3645.0: 6, 4020.0: 1, 5190.0: 1, 5295.0: 2, 750.0: 41, 5265.0: 4, 5250.0: 2, 3675.0: 3, 705.0: 22, 4095.0: 2, 2190.0: 1, 5325.0: 3, 510.0: 1, 330.0: 1, 3750.0: 6, 3660.0: 10, 3600.0: 14, 240.0: 6, 3690.0: 8, 255.0: 2, 315.0: 3, 5220.0: 6, 2610.0: 1, 300.0: 1, 720.0: 33, 2400.0: 3, 3615.0: 8, 5160.0: 2, 5010.0: 1, 660.0: 11, 5100.0: 4, 735.0: 59, 2340.0: 3, 645.0: 5, 3630.0: 10, 5175.0: 2, 5145.0: 3, 3585.0: 8, 5535.0: 1, 540.0: 6, 3555.0: 9, 3495.0: 2, 5085.0: 2, 270.0: 2, 600.0: 3, 4050.0: 1, 3480.0: 1, 4995.0: 2, 3570.0: 4, 3420.0: 3, 525.0: 2, 2130.0: 1, 4815.0: 1, 495.0: 5, 4830.0: 2, 630.0: 5, 3510.0: 2, 3390.0: 2, 615.0: 5, 3375.0: 5, 585.0: 5, 3525.0: 1, 5025.0: 1, 1935.0: 1, 570.0: 1, 555.0: 1, 3405.0: 1, 3540.0: 1, 2220.0: 1}",Financials,AB,0.0070116883143782616
1596,49569,2017-08-08 11:45:00,2024-12-03 19:30:00,17.163729455909948,14.419983752800098,1.05,101.25,225476161,1,3391660,"{2745.0: 1, 1455.0: 2, 45.0: 1109, 5805.0: 1, 4380.0: 1, 225.0: 23, 5520.0: 1, 1290.0: 2, 105.0: 126, 1350.0: 4, 5760.0: 1, 315.0: 3, 3990.0: 4, 375.0: 1, 1170.0: 8, 285.0: 5, 5685.0: 1, 2625.0: 1, 15.0: 42060, 180.0: 30, 135.0: 83, 1050.0: 383, 330.0: 3, 5535.0: 1, 240.0: 9, 1125.0: 7, 75.0: 299, 30.0: 2948, 1260.0: 5, 120.0: 98, 3930.0: 84, 60.0: 542, 1230.0: 8, 90.0: 267, 165.0: 53, 1140.0: 3, 1095.0: 17, 4245.0: 2, 3000.0: 1, 1245.0: 3, 300.0: 4, 4140.0: 3, 1425.0: 4, 1155.0: 5, 1710.0: 1, 1065.0: 104, 4350.0: 1, 1650.0: 1, 1275.0: 3, 1305.0: 4, 4695.0: 1, 1080.0: 14, 3105.0: 1, 17340.0: 1, 2655.0: 1, 7350.0: 1, 1500.0: 2, 4020.0: 4, 1410.0: 2, 4125.0: 3, 150.0: 61, 4215.0: 2, 4035.0: 1, 4335.0: 1, 1440.0: 4, 2565.0: 3, 1620.0: 1, 14220.0: 1, 13215.0: 1, 8280.0: 1, 6840.0: 1, 1485.0: 2, 3945.0: 33, 1395.0: 1, 7035.0: 1, 2685.0: 3, 4200.0: 1, 1365.0: 2, 255.0: 4, 270.0: 7, 4260.0: 1, 1110.0: 12, 1215.0: 2, 5415.0: 1, 4050.0: 1, 1200.0: 3, 1530.0: 1, 1560.0: 1, 1740.0: 1, 3975.0: 4, 5385.0: 7, 1515.0: 1, 1605.0: 1, 210.0: 20, 4155.0: 1, 4095.0: 1, 4005.0: 1, 1575.0: 1, 5910.0: 1, 1545.0: 1, 4365.0: 1, 1035.0: 34, 945.0: 25, 2670.0: 2, 1020.0: 28, 975.0: 32, 900.0: 27, 3960.0: 1, 2490.0: 2, 4110.0: 2, 2505.0: 3, 3885.0: 3, 5370.0: 15, 3810.0: 9, 555.0: 16, 720.0: 16, 870.0: 14, 750.0: 33, 3675.0: 4, 915.0: 18, 825.0: 27, 735.0: 31, 3630.0: 10, 810.0: 11, 780.0: 24, 990.0: 17, 3465.0: 4, 960.0: 26, 540.0: 10, 795.0: 21, 885.0: 15, 5355.0: 1, 1005.0: 35, 3915.0: 5, 3735.0: 5, 855.0: 13, 3840.0: 4, 3825.0: 5, 930.0: 15, 3870.0: 5, 2310.0: 1, 3855.0: 5, 2145.0: 1, 840.0: 21, 3690.0: 3, 3405.0: 6, 3795.0: 4, 675.0: 29, 3750.0: 6, 570.0: 10, 3780.0: 4, 3495.0: 4, 495.0: 63, 525.0: 24, 3480.0: 2, 705.0: 17, 5115.0: 1, 645.0: 14, 3375.0: 16, 660.0: 15, 3540.0: 2, 3615.0: 4, 615.0: 20, 765.0: 12, 3705.0: 13, 630.0: 9, 4965.0: 1, 3660.0: 5, 510.0: 21, 3585.0: 7, 3555.0: 3, 600.0: 7, 5295.0: 1, 3510.0: 3, 3420.0: 4, 3525.0: 3, 1935.0: 1, 4995.0: 1, 690.0: 12, 4815.0: 5, 3390.0: 6, 195.0: 16, 4890.0: 1, 3645.0: 4, 585.0: 9, 5010.0: 1, 3450.0: 1, 3570.0: 1, 5160.0: 2, 3765.0: 4, 2025.0: 1, 5220.0: 1, 3720.0: 2, 3900.0: 4, 5145.0: 1, 5100.0: 1, 3435.0: 1, 2340.0: 1, 4830.0: 1, 4845.0: 1, 4875.0: 1, 4905.0: 1, 4935.0: 1, 1980.0: 1, 3600.0: 2, 1995.0: 1}",Healthcare,AADI,0.0021950984373688698
2194,183970,2000-01-03 09:30:00,2024-12-03 19:45:00,51.01268208131761,42.85171520930152,6.9321,176.4302,15654947603,1,11705821,"{15.0: 170986, 75.0: 501, 30.0: 2726, 945.0: 220, 60.0: 851, 930.0: 172, 1035.0: 547, 105.0: 202, 3930.0: 263, 1050.0: 1281, 5370.0: 43, 1020.0: 419, 990.0: 351, 45.0: 1347, 975.0: 258, 1005.0: 368, 915.0: 161, 5355.0: 24, 120.0: 160, 960.0: 271, 3855.0: 53, 90.0: 469, 3840.0: 64, 135.0: 129, 3795.0: 39, 3825.0: 57, 3900.0: 98, 1065.0: 2, 900.0: 99, 3915.0: 125, 5340.0: 10, 3810.0: 54, 2670.0: 10, 3885.0: 87, 3870.0: 76, 5250.0: 8, 2460.0: 6, 4110.0: 11, 5310.0: 9, 5295.0: 6, 9690.0: 1, 2490.0: 10, 2370.0: 1, 285.0: 7, 1200.0: 1, 750.0: 37, 825.0: 49, 2430.0: 6, 855.0: 55, 5175.0: 6, 885.0: 65, 180.0: 40, 870.0: 60, 5280.0: 8, 5520.0: 1, 3720.0: 10, 735.0: 37, 810.0: 36, 3735.0: 14, 165.0: 50, 840.0: 38, 720.0: 44, 150.0: 105, 5325.0: 11, 780.0: 65, 3765.0: 16, 795.0: 30, 195.0: 36, 5235.0: 4, 3780.0: 18, 5265.0: 5, 3750.0: 9, 765.0: 36, 210.0: 21, 6720.0: 1, 225.0: 24, 3705.0: 9, 690.0: 27, 2655.0: 3, 5220.0: 7, 4065.0: 2, 2355.0: 3, 5190.0: 1, 3645.0: 9, 3660.0: 28, 2445.0: 1, 4005.0: 1, 2640.0: 1, 345.0: 1, 3450.0: 5, 705.0: 17, 2340.0: 1, 4050.0: 2, 240.0: 18, 5550.0: 3, 3675.0: 8, 3690.0: 3, 5205.0: 1, 660.0: 9, 330.0: 8, 3615.0: 5, 3990.0: 1, 255.0: 8, 2520.0: 2, 6810.0: 1, 2385.0: 1, 675.0: 33, 5055.0: 2, 600.0: 9, 2565.0: 1, 3555.0: 3, 585.0: 6, 5160.0: 1, 5505.0: 1, 4095.0: 2, 270.0: 4, 2475.0: 1, 4080.0: 1, 570.0: 11, 3570.0: 4, 3540.0: 4, 3585.0: 5, 540.0: 26, 645.0: 6, 2580.0: 1, 315.0: 2, 2400.0: 1, 2265.0: 2, 3600.0: 17, 5070.0: 1, 4035.0: 1, 630.0: 6, 2595.0: 1, 2415.0: 1, 5145.0: 2, 510.0: 17, 300.0: 5, 3375.0: 1, 3525.0: 2, 5085.0: 3, 3630.0: 2, 3945.0: 1, 2325.0: 1, 3480.0: 1, 3465.0: 1, 4020.0: 1, 495.0: 17, 4815.0: 1, 3420.0: 11, 4875.0: 1, 525.0: 6, 2130.0: 1, 3405.0: 2, 555.0: 12, 615.0: 6, 3510.0: 1, 5040.0: 3, 1935.0: 1, 4830.0: 1, 4935.0: 1, 3435.0: 2, 5130.0: 1, 2115.0: 1, 2280.0: 1, 3390.0: 2, 3495.0: 1, 1950.0: 1}",Industrials,A,0.009977825917303562
2483,148113,2002-12-16 09:30:00,2024-11-29 13:00:00,9.710721963635873,8.815838075578363,0.8665,42.575,1751115544,1,7712194,"{30.0: 3923, 45.0: 1218, 15.0: 135781, 210.0: 14, 1065.0: 372, 75.0: 340, 105.0: 126, 1035.0: 543, 1050.0: 1711, 3915.0: 123, 2685.0: 2, 3930.0: 375, 90.0: 254, 945.0: 102, 60.0: 597, 2400.0: 2, 3885.0: 52, 135.0: 79, 930.0: 84, 975.0: 153, 5370.0: 58, 3945.0: 63, 5385.0: 17, 960.0: 165, 3825.0: 23, 120.0: 89, 1005.0: 241, 1020.0: 323, 990.0: 207, 3840.0: 43, 5265.0: 6, 3855.0: 33, 165.0: 30, 3870.0: 51, 900.0: 47, 3960.0: 8, 915.0: 65, 3810.0: 17, 150.0: 58, 3795.0: 14, 5580.0: 1, 825.0: 27, 855.0: 25, 1080.0: 28, 3900.0: 87, 3780.0: 7, 2505.0: 4, 4095.0: 5, 2670.0: 4, 4110.0: 9, 840.0: 26, 3990.0: 1, 1095.0: 10, 3975.0: 3, 1185.0: 1, 1110.0: 5, 4005.0: 2, 5415.0: 1, 1140.0: 1, 180.0: 23, 1125.0: 1, 5355.0: 16, 4125.0: 2, 885.0: 40, 3720.0: 12, 2655.0: 6, 5310.0: 8, 3765.0: 14, 2490.0: 11, 6810.0: 1, 225.0: 21, 870.0: 23, 3750.0: 9, 5190.0: 1, 195.0: 24, 735.0: 14, 3705.0: 7, 2475.0: 4, 2460.0: 3, 5280.0: 4, 5340.0: 10, 5535.0: 2, 2430.0: 3, 5235.0: 1, 5550.0: 1, 750.0: 11, 780.0: 11, 810.0: 15, 765.0: 9, 5100.0: 1, 3690.0: 1, 3615.0: 2, 690.0: 5, 2295.0: 2, 5295.0: 3, 5325.0: 7, 2445.0: 3, 4080.0: 1, 2625.0: 1, 6750.0: 1, 4050.0: 2, 3645.0: 3, 5205.0: 1, 2640.0: 4, 615.0: 3, 720.0: 10, 4950.0: 1, 240.0: 2, 660.0: 3, 795.0: 17, 4065.0: 1, 3570.0: 3, 675.0: 13, 3735.0: 4, 4035.0: 1, 2385.0: 1, 3600.0: 2, 315.0: 2, 555.0: 3, 330.0: 2, 705.0: 6, 540.0: 1, 3555.0: 4, 3525.0: 1, 645.0: 3, 4830.0: 1, 3495.0: 1, 510.0: 2, 4845.0: 1, 600.0: 1, 630.0: 1, 5250.0: 4, 495.0: 1, 285.0: 1, 3585.0: 1, 3630.0: 3, 270.0: 1, 5220.0: 3, 525.0: 1, 3480.0: 1, 255.0: 1, 3675.0: 2, 3405.0: 1, 2145.0: 1, 3540.0: 1}",Other,ACTG,0.007045011967420578
2673,152737,2004-05-06 09:30:00,2024-11-29 17:00:00,6.056131776845165,4.2032543800276825,0.1785,15.905,4706397907,1,73451875,"{45.0: 1504, 15.0: 138752, 30.0: 4902, 1065.0: 287, 60.0: 788, 3945.0: 59, 1050.0: 2009, 1095.0: 17, 3960.0: 4, 75.0: 445, 3915.0: 45, 1110.0: 2, 5370.0: 57, 1080.0: 17, 1020.0: 96, 3930.0: 450, 120.0: 162, 3795.0: 9, 990.0: 75, 5385.0: 11, 1005.0: 64, 105.0: 210, 4005.0: 1, 1140.0: 1, 1035.0: 173, 90.0: 336, 135.0: 129, 3825.0: 5, 975.0: 64, 930.0: 64, 3975.0: 2, 960.0: 93, 2490.0: 15, 4110.0: 8, 3855.0: 15, 3810.0: 8, 3900.0: 19, 945.0: 52, 3870.0: 14, 915.0: 57, 5280.0: 4, 3840.0: 20, 3990.0: 1, 5325.0: 5, 5310.0: 1, 3885.0: 18, 3720.0: 7, 2670.0: 9, 4125.0: 4, 3735.0: 11, 6720.0: 1, 165.0: 68, 885.0: 33, 180.0: 52, 3750.0: 14, 150.0: 97, 900.0: 73, 210.0: 37, 840.0: 38, 5355.0: 11, 825.0: 37, 2655.0: 2, 2475.0: 2, 855.0: 37, 195.0: 33, 5340.0: 3, 5250.0: 1, 5550.0: 4, 225.0: 21, 750.0: 31, 870.0: 38, 810.0: 44, 3705.0: 12, 5235.0: 1, 765.0: 34, 2505.0: 3, 795.0: 27, 1125.0: 1, 2520.0: 1, 255.0: 2, 3675.0: 6, 735.0: 28, 705.0: 26, 6810.0: 1, 3765.0: 9, 690.0: 33, 2580.0: 1, 3600.0: 9, 330.0: 3, 720.0: 38, 240.0: 9, 3780.0: 20, 4095.0: 1, 4080.0: 1, 3615.0: 12, 495.0: 187, 2640.0: 1, 3630.0: 7, 5220.0: 5, 3690.0: 6, 3645.0: 6, 780.0: 32, 4020.0: 1, 2280.0: 1, 2565.0: 1, 2430.0: 1, 300.0: 1, 5160.0: 1, 5265.0: 1, 3525.0: 2, 675.0: 45, 2340.0: 1, 3660.0: 4, 5295.0: 1, 510.0: 62, 3420.0: 8, 3375.0: 47, 600.0: 10, 540.0: 23, 4830.0: 4, 615.0: 7, 3555.0: 11, 555.0: 15, 3390.0: 17, 3480.0: 6, 525.0: 31, 5025.0: 1, 3570.0: 7, 315.0: 3, 4920.0: 1, 570.0: 13, 660.0: 10, 2400.0: 1, 3585.0: 6, 5400.0: 1, 5190.0: 2, 645.0: 11, 5115.0: 2, 630.0: 10, 585.0: 13, 5145.0: 2, 3450.0: 2, 5085.0: 1, 285.0: 2, 3435.0: 5, 3495.0: 4, 2160.0: 1, 5010.0: 4, 270.0: 3, 4965.0: 3, 3405.0: 6, 4905.0: 1, 5055.0: 1, 3510.0: 2, 2190.0: 1, 5130.0: 1, 4815.0: 9, 2100.0: 2, 1935.0: 3, 3540.0: 1}",Real_Estate,ABR,0.007630644366145134
